pure_text,orginial_text,len,label
I WAS gonna SAY HEY I SEEN THESE IN MODESTO LOL,"['i', 'was', 'going', 'to', 'say', 'hey', 'i', 'seen', 'these', 'in', 'modesto', 'lol']",12,1
People don't want to work they want to be able to live happily  .   In our society you would need to have money and so to work but it doesn't have to be like this  .  ,"['people', 'do', 'not', 'want', 'to', 'work', 'they', 'want', 'to', 'be', 'able', 'to', 'live', 'happily', 'in', 'our', 'society', 'you', 'would', 'need', 'to', 'have', 'money', 'and', 'so', 'to', 'work', 'but', 'it', 'does', 'not', 'have', 'to', 'be', 'like', 'this']",36,2
The robot is surrounded by camera so it will stopped,"['the', 'robot', 'is', 'surrounded', 'by', 'camera', 'so', 'it', 'will', 'stopped']",10,2
Talk about an easy target for thieves in crime laden LA,"['talk', 'about', 'an', 'easy', 'target', 'for', 'thieves', 'in', 'crime', 'laden', 'la']",11,0
"For heaven sake when are we gonna get these in Birmingham Hodge Hill , it must use service","['for', 'heaven', 'sake', 'when', 'are', 'we', 'going', 'to', 'get', 'these', 'in', 'birmingham', 'hodge', 'hill', 'it', 'must', 'use', 'service']",18,2
"Cute but it's really the end of our world as we know it  .   This technology is gonna cause so many jobs to be lost that society itself is gonna break down  .   Autonomous automation is most likely after your job and if it's not, it's after the job of people that will be able to pay you to do yours  .  ","['cute', 'but', 'it', 'is', 'really', 'the', 'end', 'of', 'our', 'world', 'as', 'we', 'know', 'it', 'this', 'technology', 'is', 'going', 'to', 'cause', 'so', 'many', 'jobs', 'to', 'be', 'lost', 'that', 'society', 'itself', 'is', 'going', 'to', 'break', 'down', 'autonomous', 'automation', 'is', 'most', 'likely', 'after', 'your', 'job', 'and', 'if', 'it', 'is', 'not', 'it', 'is', 'after', 'the', 'job', 'of', 'people', 'that', 'will', 'be', 'able', 'to', 'pay', 'you', 'to', 'do', 'yours']",64,0
"No one ever thought about making ""special"" deliveries with that drug mule on wheels?","['no', 'one', 'ever', 'thought', 'about', 'making', 'special', 'deliveries', 'with', 'that', 'drug', 'mule', 'on', 'wheels']",14,0
Why is that thing so big and creaky,"['why', 'is', 'that', 'thing', 'so', 'big', 'and', 'creaky']",8,0
Some say that sometimes you can hear the cart mumbling something about the stupid designers not giving it arms to push buttons  .  ,"['some', 'say', 'that', 'sometimes', 'you', 'can', 'hear', 'the', 'cart', 'mumbling', 'something', 'about', 'the', 'stupid', 'designers', 'not', 'giving', 'it', 'arms', 'to', 'push', 'buttons']",22,2
that is so cool in about 4 to 5 years that will be the only way to get your shopping,"['that', 'is', 'so', 'cool', 'in', 'about', 'to', 'years', 'that', 'will', 'be', 'the', 'only', 'way', 'to', 'get', 'your', 'shopping']",18,1
"I estimate that there is a short-term interest  .   But let's give it a try  .   As a whole, not particularly convenient  .  ","['i', 'estimate', 'that', 'there', 'is', 'a', 'short-term', 'interest', 'but', 'let', ""'s"", 'give', 'it', 'a', 'try', 'as', 'a', 'whole', 'not', 'particularly', 'convenient']",21,2
Those little fuckers are gonna be taking all of our jobs  .  ,"['those', 'little', 'fuckers', 'are', 'going', 'to', 'be', 'taking', 'all', 'of', 'our', 'jobs']",12,0
The future is weird,"['the', 'future', 'is', 'weird']",4,0
So are the public expected to get out of the way for these things that are stealing jobs from humans?,"['so', 'are', 'the', 'public', 'expected', 'to', 'get', 'out', 'of', 'the', 'way', 'for', 'these', 'things', 'that', 'are', 'stealing', 'jobs', 'from', 'humans']",20,0
These should be useful for elderly people who can't go out to shop and people who are sick to go out to shop  .  ,"['these', 'should', 'be', 'useful', 'for', 'elderly', 'people', 'who', 'can', 'not', 'go', 'out', 'to', 'shop', 'and', 'people', 'who', 'are', 'sick', 'to', 'go', 'out', 'to', 'shop']",24,1
Great!!,['great'],1,1
cute,['cute'],1,1
And they said in future versions it will have an alarm if someone tries to take it,"['and', 'they', 'said', 'in', 'future', 'versions', 'it', 'will', 'have', 'an', 'alarm', 'if', 'someone', 'tries', 'to', 'take', 'it']",17,2
"Can't wait until these ""cute"" autonomous robots will have autonomous machine guns mounted on them","['can', 'not', 'wait', 'until', 'these', 'cute', 'autonomous', 'robots', 'will', 'have', 'autonomous', 'machine', 'guns', 'mounted', 'on', 'them']",16,0
"This tech trips me out  .   Walmart* drones , food delivery via remote control cars ECT  .     .   Wind up watches were the most popular thing once upon a time   .   Now we’re flooded with input and confused on what to engage with  .   Usually people make good decisions but there are many who don’t   .   Those are the ones who made others create “rules”  .   Ok too much for a cooler on wheels clip   .  ","['this', 'tech', 'trips', 'me', 'out', 'walmart', 'drones', 'food', 'delivery', 'via', 'remote', 'control', 'cars', 'ect', 'wind', 'up', 'watches', 'were', 'the', 'most', 'popular', 'thing', 'once', 'upon', 'a', 'time', 'now', 'we', 're', 'flooded', 'with', 'input', 'and', 'confused', 'on', 'what', 'to', 'engage', 'with', 'usually', 'people', 'make', 'good', 'decisions', 'but', 'there', 'are', 'many', 'who', 'don', 't', 'those', 'are', 'the', 'ones', 'who', 'made', 'others', 'create', 'rules', 'ok', 'too', 'much', 'for', 'a', 'cooler', 'on', 'wheels', 'clip']",69,0
Oh you mean sending it around observing/tracking people? I am pretty sure there's a regulation on data retention and use for whatever those cameras and GPS track  .  ,"['oh', 'you', 'mean', 'sending', 'it', 'around', 'observing/tracking', 'people', 'i', 'am', 'pretty', 'sure', 'there', ""'s"", 'a', 'regulation', 'on', 'data', 'retention', 'and', 'use', 'for', 'whatever', 'those', 'cameras', 'and', 'gps', 'track']",28,2
They are so cute looking! I think it is a good idea  .   And we need to give people better opportunities and support for better training and better jobs  .   I don't think stopping advancement is the answer  .  ,"['they', 'are', 'so', 'cute', 'looking', 'i', 'think', 'it', 'is', 'a', 'good', 'idea', 'and', 'we', 'need', 'to', 'give', 'people', 'better', 'opportunities', 'and', 'support', 'for', 'better', 'training', 'and', 'better', 'jobs', 'i', 'do', 'not', 'think', 'stopping', 'advancement', 'is', 'the', 'answer']",37,1
"They have security system, 360 degree cameras, picking up sensors, alarms and robots call their HQ where appropriate measure will be taken against perpetrators  .   Also, the robots originate from Estonia, which is colder than Scotland and they drive just fine during snowy wintertime","['they', 'have', 'security', 'system', 'degree', 'cameras', 'picking', 'up', 'sensors', 'alarms', 'and', 'robots', 'call', 'their', 'hq', 'where', 'appropriate', 'measure', 'will', 'be', 'taken', 'against', 'perpetrators', 'also', 'the', 'robots', 'originate', 'from', 'estonia', 'which', 'is', 'colder', 'than', 'scotland', 'and', 'they', 'drive', 'just', 'fine', 'during', 'snowy', 'wintertime']",42,1
I don't trust the drone coco to do anything but take away gig worker jobs,"['i', 'do', 'not', 'trust', 'the', 'drone', 'coco', 'to', 'do', 'anything', 'but', 'take', 'away', 'gig', 'worker', 'jobs']",16,0
"it only saves money for company  .   Customers will do most of work  .   Think about gas stations, groceriy stores, fast food price have not went down  .   You bag, ring, pump your gas and price have not went down  .  ","['it', 'only', 'saves', 'money', 'for', 'company', 'customers', 'will', 'do', 'most', 'of', 'work', 'think', 'about', 'gas', 'stations', 'groceriy', 'stores', 'fast', 'food', 'price', 'have', 'not', 'went', 'down', 'you', 'bag', 'ring', 'pump', 'your', 'gas', 'and', 'price', 'have', 'not', 'went', 'down']",37,2
Girlscots than can use robots to deliver cookie that could mean more ways to sell cookies,"['girlscots', 'than', 'can', 'use', 'robots', 'to', 'deliver', 'cookie', 'that', 'could', 'mean', 'more', 'ways', 'to', 'sell', 'cookies']",16,2
*I really want someone to break it into pieces  .  *,"['i', 'really', 'want', 'someone', 'to', 'break', 'it', 'into', 'pieces']",9,0
"Won't be long until the dealers start using these , they will be easy to spot due to the pack of sniffer dogs stalking them , I can already imagine that episode on David Attenborough","['will', 'not', 'be', 'long', 'until', 'the', 'dealers', 'start', 'using', 'these', 'they', 'will', 'be', 'easy', 'to', 'spot', 'due', 'to', 'the', 'pack', 'of', 'sniffer', 'dogs', 'stalking', 'them', 'i', 'can', 'already', 'imagine', 'that', 'episode', 'on', 'david', 'attenborough']",34,0
Watched 1 go passed my daughters house deliver then return to co-op in Kempston  .   They have loads of them outside  .  ,"['watched', 'go', 'passed', 'my', 'daughters', 'house', 'deliver', 'then', 'return', 'to', 'co-op', 'in', 'kempston', 'they', 'have', 'loads', 'of', 'them', 'outside']",19,2
A new drunk person game! Kick the robot on its side!,"['a', 'new', 'drunk', 'person', 'game', 'kick', 'the', 'robot', 'on', 'its', 'side']",11,0
I guess the desperate housewives of Wisteria Lane need their robot parcels delivered too,"['i', 'guess', 'the', 'desperate', 'housewives', 'of', 'wisteria', 'lane', 'need', 'their', 'robot', 'parcels', 'delivered', 'too']",14,2
I see them on Oakdale road,"['i', 'see', 'them', 'on', 'oakdale', 'road']",6,2
How fast or how can this device travel? Can this device function during rainy days or during bad weather?,"['how', 'fast', 'or', 'how', 'can', 'this', 'device', 'travel', 'can', 'this', 'device', 'function', 'during', 'rainy', 'days', 'or', 'during', 'bad', 'weather']",19,2
but USA does not have side walks lol,"['but', 'usa', 'does', 'not', 'have', 'side', 'walks', 'lol']",8,0
"Meanwhile, down the road in my lovely town Luton, an entire fleet have been emptied, had their wheels nicked & been left on bricks !!!!!!!","['meanwhile', 'down', 'the', 'road', 'in', 'my', 'lovely', 'town', 'luton', 'an', 'entire', 'fleet', 'have', 'been', 'emptied', 'had', 'their', 'wheels', 'nicked', 'been', 'left', 'on', 'bricks']",23,0
Waste of money,"['waste', 'of', 'money']",3,0
Yes it’s controlled by Hector Pablo at post mates headquarters,"['yes', 'it', 's', 'controlled', 'by', 'hector', 'pablo', 'at', 'post', 'mates', 'headquarters']",11,2
How do I tip that robot for job well done?,"['how', 'do', 'i', 'tip', 'that', 'robot', 'for', 'job', 'well', 'done']",10,2
"heh, they do a bit! The ones in Bedford have only been here a few weeks, so the routes are still a bit rough  .   Over time the robots build up pathing data for all of the pavements and then people operatives can refine the routes so they stop falling off pavements / stop wandering about, etc.  .   They have been over in Milton Keynes for several years, so I would expect them to be pretty good over there now","['heh', 'they', 'do', 'a', 'bit', 'the', 'ones', 'in', 'bedford', 'have', 'only', 'been', 'here', 'a', 'few', 'weeks', 'so', 'the', 'routes', 'are', 'still', 'a', 'bit', 'rough', 'over', 'time', 'the', 'robots', 'build', 'up', 'pathing', 'data', 'for', 'all', 'of', 'the', 'pavements', 'and', 'then', 'human', 'operatives', 'can', 'refine', 'the', 'routes', 'so', 'they', 'stop', 'falling', 'off', 'pavements', 'stop', 'wandering', 'about', 'etc', 'they', 'have', 'been', 'over', 'in', 'milton', 'keynes', 'for', 'several', 'years', 'so', 'i', 'would', 'expect', 'them', 'to', 'be', 'pretty', 'good', 'over', 'there', 'now']",77,2
Common use in Estonia,"['common', 'use', 'in', 'estonia']",4,2
When post mates got tired of paying their employees  .  ,"['when', 'post', 'mates', 'got', 'tired', 'of', 'paying', 'their', 'employees']",9,0
Those are a joke  .   They suck and are slow  .   Time is valuable and that's why those will not work,"['those', 'are', 'a', 'joke', 'they', 'suck', 'and', 'are', 'slow', 'time', 'is', 'valuable', 'and', 'that', ""'s"", 'why', 'those', 'will', 'not', 'work']",20,0
Show me the unit economics,"['show', 'me', 'the', 'unit', 'economics']",5,2
They would get nicked round these parts,"['they', 'would', 'get', 'nicked', 'round', 'these', 'parts']",7,0
I would asume the cover does not unlock before the destination has been reached  .  ,"['i', 'would', 'asume', 'the', 'cover', 'does', 'not', 'unlock', 'before', 'the', 'destination', 'has', 'been', 'reached']",14,2
how many people are gonna try not to steal these what I am wondering I mean California obviously would be the worst place to put this because all those electric bikes they had if you notice they are all gone they have been completely destroyed so how many of these are gonna get destroyed and stolen  .   Honestly I think this is a stupid idea personally I really do I don't think it's gonna do any good at all it's like a drone sometimes the best delivery is a people being it's like man versus the machine  .   And we know that's coming but yeah but I don't see this working because how is this thing gonna survive snow or rain or wind I mean we get snow here in Pennsylvania,"['how', 'many', 'people', 'are', 'going', 'to', 'try', 'not', 'to', 'steal', 'these', 'what', 'i', 'am', 'wondering', 'i', 'mean', 'california', 'obviously', 'would', 'be', 'the', 'worst', 'place', 'to', 'put', 'this', 'because', 'all', 'those', 'electric', 'bikes', 'they', 'had', 'if', 'you', 'notice', 'they', 'are', 'all', 'gone', 'they', 'have', 'been', 'completely', 'destroyed', 'so', 'how', 'many', 'of', 'these', 'are', 'going', 'to', 'get', 'destroyed', 'and', 'stolen', 'honestly', 'i', 'think', 'this', 'is', 'a', 'stupid', 'idea', 'personally', 'i', 'really', 'do', 'i', 'do', 'not', 'think', 'it', 'is', 'going', 'to', 'do', 'any', 'good', 'at', 'all', 'it', 'is', 'like', 'a', 'drone', 'sometimes', 'the', 'best', 'delivery', 'is', 'a', 'human', 'being', 'it', 'is', 'like', 'man', 'versus', 'the', 'machine', 'and', 'we', 'know', 'that', ""'s"", 'coming', 'but', 'yeah', 'but', 'i', 'do', 'not', 'see', 'this', 'working', 'because', 'how', 'is', 'this', 'thing', 'going', 'to', 'survive', 'snow', 'or', 'rain', 'or', 'wind', 'i', 'mean', 'we', 'get', 'snow', 'here', 'in', 'pennsylvania']",139,0
Will you be mounting cameras and sensors lower on it closer to the ground to record insurance fraud attempts like the it rolled over foot claim  .   Has no one tagged your bot yet  .   You could contract with the city to do surveillance too  .  ,"['will', 'you', 'be', 'mounting', 'cameras', 'and', 'sensors', 'lower', 'on', 'it', 'closer', 'to', 'the', 'ground', 'to', 'record', 'insurance', 'fraud', 'attempts', 'like', 'the', 'it', 'rolled', 'over', 'foot', 'claim', 'has', 'no', 'one', 'tagged', 'your', 'bot', 'yet', 'you', 'could', 'contract', 'with', 'the', 'city', 'to', 'do', 'surveillance', 'too']",43,2
I will give you a hand little buddy,"['i', 'will', 'give', 'you', 'a', 'hand', 'little', 'buddy']",8,1
"then they get sued for shocking random people that touch it, not knowing what it was at first  .  ","['then', 'they', 'get', 'sued', 'for', 'shocking', 'random', 'people', 'that', 'touch', 'it', 'not', 'knowing', 'what', 'it', 'was', 'at', 'first']",18,2
program it to roll on the left  .   or on the right if you are  .   i don't know the pedestrian rules in the up  .  ,"['program', 'it', 'to', 'roll', 'on', 'the', 'left', 'or', 'on', 'the', 'right', 'if', 'you', 'are', 'i', 'do', 'not', 'know', 'the', 'pedestrian', 'rules', 'in', 'the', 'up']",24,2
Poor guy,"['poor', 'guy']",2,1
They didn't even check to see if it wasn't dangerous inside? :P,"['they', 'did', 'not', 'even', 'check', 'to', 'see', 'if', 'it', 'was', 'not', 'dangerous', 'inside', 'p']",14,2
it already works and they will scale soon,"['demimonde', 'mesila', 'thraam', 'it', 'already', 'works', 'and', 'they', 'will', 'scale', 'soon']",11,1
"Avoid all people contact, horrible idea  .   Ok for small items  .   If the girl scouts are selling cookies I need to go shopping! Yummy","['avoid', 'all', 'human', 'contact', 'horrible', 'idea', 'ok', 'for', 'small', 'items', 'if', 'the', 'girl', 'scouts', 'are', 'selling', 'cookies', 'i', 'need', 'to', 'go', 'shopping', 'yummy']",23,0
It fill all walk road?,"['it', 'fill', 'all', 'walk', 'road']",5,0
I helped one because it got stuck and it said thank you I literally cried because it was adorable,"['i', 'helped', 'one', 'because', 'it', 'got', 'stuck', 'and', 'it', 'said', 'thank', 'you', 'i', 'literally', 'cried', 'because', 'it', 'was', 'adorable']",19,1
What will make you think it will attack?,"['what', 'will', 'make', 'you', 'think', 'it', 'will', 'attack']",8,2
"Do not see the point in this as in general they would be attacked, goods stolen, children riding on them  .   These things, and drones will not survive in the real world  .   This is a one off, and only a small amount of goods delivered, not making it worth the trouble  .  ","['do', 'not', 'see', 'the', 'point', 'in', 'this', 'as', 'in', 'general', 'they', 'would', 'be', 'attacked', 'goods', 'stolen', 'children', 'riding', 'on', 'them', 'these', 'things', 'and', 'drones', 'will', 'not', 'survive', 'in', 'the', 'real', 'world', 'this', 'is', 'a', 'one', 'off', 'and', 'only', 'a', 'small', 'amount', 'of', 'goods', 'delivered', 'not', 'making', 'it', 'worth', 'the', 'trouble']",50,0
It actually calls out for help or a people says it via mic?,"['it', 'actually', 'calls', 'out', 'for', 'help', 'or', 'a', 'human', 'says', 'it', 'via', 'mic']",13,2
The day I am walking down the street and this blue fucker is in the way I am kicking it over into the street  .  ,"['the', 'day', 'i', 'am', 'walking', 'down', 'the', 'street', 'and', 'this', 'blue', 'fucker', 'is', 'in', 'the', 'way', 'i', 'am', 'kicking', 'it', 'over', 'into', 'the', 'street']",24,0
"big if but if they can catch you, you will be prosecuted for destruction of property that was not even yours to destroy to begin with  .  ","['big', 'if', 'but', 'if', 'they', 'can', 'catch', 'you', 'you', 'will', 'be', 'prosecuted', 'for', 'destruction', 'of', 'property', 'that', 'was', 'not', 'even', 'yours', 'to', 'destroy', 'to', 'begin', 'with']",26,1
"With the amount of anti-theft measures built in on them, I highly doubt it  .   Unless those douchebags want to serve jail time for a small bag of groceries  .  ","['with', 'the', 'amount', 'of', 'anti-theft', 'measures', 'built', 'in', 'on', 'them', 'i', 'highly', 'doubt', 'it', 'unless', 'those', 'douchebags', 'want', 'to', 'serve', 'jail', 'time', 'for', 'a', 'small', 'bag', 'of', 'groceries']",28,1
"I agree that labor-saving automations are necessary for societal advancements  .   Historically, however, not all automation ideas become successful  .  ","['i', 'agree', 'that', 'labor-saving', 'automations', 'are', 'necessary', 'for', 'societal', 'advancements', 'historically', 'however', 'not', 'all', 'automation', 'ideas', 'become', 'successful']",18,2
If you try to touch it starts a alarm,"['if', 'you', 'try', 'to', 'touch', 'it', 'starts', 'a', 'alarm']",9,1
2 bucks  .  ? That's nothing  .   I live in New Hampshire and pay 5 bucks plus tip to get a pizza delivered  .  ,"['bucks', 'that', ""'s"", 'nothing', 'i', 'live', 'in', 'new', 'hampshire', 'and', 'pay', 'bucks', 'plus', 'tip', 'to', 'get', 'a', 'pizza', 'delivered']",19,2
"cute and efficient  .   but if there is a crisis for this robot stealing someone's job i would gladly kick one of these  .  , or if you make a version that flies it will be even more fun to play with target shooting","['cute', 'and', 'efficient', 'but', 'if', 'there', 'is', 'a', 'crisis', 'for', 'this', 'robot', 'stealing', 'someone', ""'s"", 'job', 'i', 'would', 'gladly', 'kick', 'one', 'of', 'these', 'or', 'if', 'you', 'make', 'a', 'version', 'that', 'flies', 'it', 'will', 'be', 'even', 'more', 'fun', 'to', 'play', 'with', 'target', 'shooting']",42,0
Not really  .   The shop staff still need to put the shopping in there,"['not', 'really', 'the', 'shop', 'staff', 'still', 'need', 'to', 'put', 'the', 'shopping', 'in', 'there']",13,2
"Only when they get stuck, as in they don't know what to do to get out of a specific situation (as far as I know), a people can remotely intervene  .  ","['only', 'when', 'they', 'get', 'stuck', 'as', 'in', 'they', 'do', 'not', 'know', 'what', 'to', 'do', 'to', 'get', 'out', 'of', 'a', 'specific', 'situation', 'as', 'far', 'as', 'i', 'know', 'a', 'human', 'can', 'remotely', 'intervene']",31,2
"""I am Door Dash""   .    .  He reminds me of Groot for some reason  .   Probably just because they are both adorable!","['i', 'am', 'door', 'dash', 'he', 'reminds', 'me', 'of', 'groot', 'for', 'some', 'reason', 'probably', 'just', 'because', 'they', 'are', 'both', 'adorable']",19,1
"Price would likely be a big challenge, those lidars aren’t cheap","['price', 'would', 'likely', 'be', 'a', 'big', 'challenge', 'those', 'lidars', 'aren', 't', 'cheap']",12,2
you are the one who's garbage lmao,"['you', 'are', 'the', 'one', 'who', ""'s"", 'garbage', 'lmao']",8,1
Just what our hard working students need  .   Freaking robots bringing them food  .   *THEY DON'T NEED HELP BEING MORE LAZY  .  *,"['just', 'what', 'our', 'hard', 'working', 'students', 'need', 'freaking', 'robots', 'bringing', 'them', 'food', 'they', 'do', 'not', 'need', 'help', 'being', 'more', 'lazy']",20,0
"In less than 10 years time, they will be delivering all sorts of goods by robot flight (except Washing Machines)  .  ","['in', 'less', 'than', 'years', 'time', 'they', 'will', 'be', 'delivering', 'all', 'sorts', 'of', 'goods', 'by', 'robot', 'flight', 'except', 'washing', 'machines']",19,2
he didn't have to pay for it  .   I see these things get kicked all the time,"['he', 'did', 'not', 'have', 'to', 'pay', 'for', 'it', 'i', 'see', 'these', 'things', 'get', 'kicked', 'all', 'the', 'time']",17,0
We literally took delivery from one in Cambourne  .   they are so clever and will even sing a song when they arrive  .  ,"['we', 'literally', 'took', 'delivery', 'from', 'one', 'in', 'cambourne', 'they', 'are', 'so', 'clever', 'and', 'will', 'even', 'sing', 'a', 'song', 'when', 'they', 'arrive']",21,1
Curious to see how something like this would manage in cold northern climates when the roads and sidewalks are covered in snow & ice…,"['curious', 'to', 'see', 'how', 'something', 'like', 'this', 'would', 'manage', 'in', 'cold', 'northern', 'climates', 'when', 'the', 'roads', 'and', 'sidewalks', 'are', 'covered', 'in', 'snow', 'ice…']",23,2
"Should it ""fall"" into the garbage can, can it get out?   .   Lol  .  ","['should', 'it', 'fall', 'into', 'the', 'garbage', 'can', 'can', 'it', 'get', 'out', 'lol']",12,2
Still waiting for more progress,"['still', 'waiting', 'for', 'more', 'progress']",5,2
They will spare you when the war comes  .  ,"['they', 'will', 'spare', 'you', 'when', 'the', 'war', 'comes']",8,2
"They want us to stay home and not interact with other people  .   "" and you will be happy""  .  ","['they', 'want', 'us', 'to', 'stay', 'home', 'and', 'not', 'interact', 'with', 'other', 'people', 'and', 'you', 'will', 'be', 'happy']",17,0
Cute polite little robot,"['cute', 'polite', 'little', 'robot']",4,1
"Does it have to travel miles at that speed, for one package?","['does', 'it', 'have', 'to', 'travel', 'miles', 'at', 'that', 'speed', 'for', 'one', 'package']",12,2
"I see a new breed of criminals ""robot nappers"" soon  .  ","['i', 'see', 'a', 'new', 'breed', 'of', 'criminals', 'robot', 'nappers', 'soon']",10,0
It will be on blocks with the wheels missing Haha,"['it', 'will', 'be', 'on', 'blocks', 'with', 'the', 'wheels', 'missing', 'haha']",10,0
That is so cute  .   You’re so sweet to that robot!,"['that', 'is', 'so', 'cute', 'you', 're', 'so', 'sweet', 'to', 'that', 'robot']",11,1
Yeah Fed ex bot looks to be the best one  .  ,"['yeah', 'fed', 'ex', 'bot', 'looks', 'to', 'be', 'the', 'best', 'one']",10,2
"I approached one of these while I was walking with my friends, it rolled right past us  .  ","['i', 'approached', 'one', 'of', 'these', 'while', 'i', 'was', 'walking', 'with', 'my', 'friends', 'it', 'rolled', 'right', 'past', 'us']",17,2
"This is true, I am gonna beat the shit out of amazon robots  .  ","['this', 'is', 'true', 'i', 'am', 'going', 'to', 'beat', 'the', 'shit', 'out', 'of', 'amazon', 'robots']",14,0
The European robot is so much smaller,"['the', 'european', 'robot', 'is', 'so', 'much', 'smaller']",7,2
"It's not exactly clickbait just because it's not what *you* expected  .   They start in one place, get loaded, go somewhere and get unloaded  .   Go pick up a box, walk down the street and deliver it to your friend's house, that's what they do all day  .   Video shows them being loaded and unloaded, going out and about, I agree it's a little disjointed in places but you seem unnecessarily angry about it lol","['it', 'is', 'not', 'exactly', 'clickbait', 'just', 'because', 'it', 'is', 'not', 'what', 'you', 'expected', 'they', 'start', 'in', 'one', 'place', 'get', 'loaded', 'go', 'somewhere', 'and', 'get', 'unloaded', 'go', 'pick', 'up', 'a', 'box', 'walk', 'down', 'the', 'street', 'and', 'deliver', 'it', 'to', 'your', 'friend', ""'s"", 'house', 'that', ""'s"", 'what', 'they', 'do', 'all', 'day', 'video', 'shows', 'them', 'being', 'loaded', 'and', 'unloaded', 'going', 'out', 'and', 'about', 'i', 'agree', 'it', 'is', 'a', 'little', 'disjointed', 'in', 'places', 'but', 'you', 'seem', 'unnecessarily', 'angry', 'about', 'it', 'lol']",77,2
They are not little  .   They are the size of one of those heavy TVs,"['they', 'are', 'not', 'little', 'they', 'are', 'the', 'size', 'of', 'one', 'of', 'those', 'heavy', 'tvs']",14,2
A restless teenager could start a new business aiming their air rifle at that thing taking pot shots from their bedroom window,"['a', 'restless', 'teenager', 'could', 'start', 'a', 'new', 'business', 'aiming', 'their', 'air', 'rifle', 'at', 'that', 'thing', 'taking', 'pot', 'shots', 'from', 'their', 'bedroom', 'window']",22,0
"it will talk to the thief's, it will know if it's being stolen as well","['it', 'will', 'talk', 'to', 'the', 'thief', ""'s"", 'it', 'will', 'know', 'if', 'it', 'is', 'being', 'stolen', 'as', 'well']",17,1
"Impressive, and this technology is clearly the future  .   Can see these operating very effectively in suburban areas, although in busy cities there are probably too many obstacles  .  ","['impressive', 'and', 'this', 'technology', 'is', 'clearly', 'the', 'future', 'can', 'see', 'these', 'operating', 'very', 'effectively', 'in', 'suburban', 'areas', 'although', 'in', 'busy', 'cities', 'there', 'are', 'probably', 'too', 'many', 'obstacles']",27,1
I saw my first bot going about its business in Cambridge UK 2 days ago  .   They are Here  .  ,"['i', 'saw', 'my', 'first', 'bot', 'going', 'about', 'its', 'business', 'in', 'cambridge', 'uk', 'days', 'ago', 'they', 'are', 'here']",17,2
Hahaha I can see people graffiti on it in the future if company's push for it would be awesome draw a dick on it wow  .  ,"['hahaha', 'i', 'can', 'see', 'people', 'graffiti', 'on', 'it', 'in', 'the', 'future', 'if', 'company', ""'s"", 'push', 'for', 'it', 'would', 'be', 'awesome', 'draw', 'a', 'dick', 'on', 'it', 'wow']",26,0
"I know it's just a cooler with a GPS shoved up its ass, but I kind of feel like we could be friends","['i', 'know', 'it', 'is', 'just', 'a', 'cooler', 'with', 'a', 'gps', 'shoved', 'up', 'its', 'ass', 'but', 'i', 'kind', 'of', 'feel', 'like', 'we', 'could', 'be', 'friends']",24,1
"I absolutely appreciate the idea behind stuff like this, I love technology and love the idea of us taking actual steps into the utopian future we all dreamed about when we watched Back to the Future 2 as kids","['i', 'absolutely', 'appreciate', 'the', 'idea', 'behind', 'stuff', 'like', 'this', 'i', 'love', 'technology', 'and', 'love', 'the', 'idea', 'of', 'us', 'taking', 'actual', 'steps', 'into', 'the', 'utopian', 'future', 'we', 'all', 'dreamed', 'about', 'when', 'we', 'watched', 'back', 'to', 'the', 'future', 'as', 'kids']",38,1
It transforms into Optimist Prime  .   With the assumption you’ll be a good person and leave it alone…,"['it', 'transforms', 'into', 'optimist', 'prime', 'with', 'the', 'assumption', 'you', 'll', 'be', 'a', 'good', 'person', 'and', 'leave', 'it', 'alone…']",18,2
They target dense population areas first and then tackle the next thing  .   I have seen some security bots at malls and while I am curious what it does when you tackle it what it does but am not so curious that I do it to find out  .   I must say that if I was younger I absolutely would be  .   Automating something well takes a tremendous amount of initial effort but theoretically pays off in the end  .   But if it creates more problems than it fixes it will be rejected at least for awhile longer,"['they', 'target', 'dense', 'population', 'areas', 'first', 'and', 'then', 'tackle', 'the', 'next', 'thing', 'i', 'have', 'seen', 'some', 'security', 'bots', 'at', 'malls', 'and', 'while', 'i', 'am', 'curious', 'what', 'it', 'does', 'when', 'you', 'tackle', 'it', 'what', 'it', 'does', 'but', 'am', 'not', 'so', 'curious', 'that', 'i', 'do', 'it', 'to', 'find', 'out', 'i', 'must', 'say', 'that', 'if', 'i', 'was', 'younger', 'i', 'absolutely', 'would', 'be', 'automating', 'something', 'well', 'takes', 'a', 'tremendous', 'amount', 'of', 'initial', 'effort', 'but', 'theoretically', 'pays', 'off', 'in', 'the', 'end', 'but', 'if', 'it', 'creates', 'more', 'problems', 'than', 'it', 'fixes', 'it', 'will', 'be', 'rejected', 'at', 'least', 'for', 'awhile', 'longer']",94,2
I didn't know this existed  .    .  ,"['i', 'did', 'not', 'know', 'this', 'existed']",6,2
I love the idea! Innovative and cost-effective and safe (I  .  e  .   Covid),"['i', 'love', 'the', 'idea', 'innovative', 'and', 'cost-effective', 'and', 'safe', 'i', 'e', 'covid']",12,1
